Date,ServiceName,MeterCategory,CostUSD,ResourceGroup,Tags,SubscriptionName,Location
2025-10-17,Azure Bandwidth,GB Egress,24.8729,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,eastus
2025-10-17,Azure Bandwidth,GB Egress,24.5938,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,westeurope
2025-10-17,Azure Bandwidth,GB Egress,27.3858,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,westeurope
2025-10-17,Azure Bandwidth,GB Egress,25.1459,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,westeurope
2025-10-17,Azure Bandwidth,GB Egress,26.2359,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,southeastasia
2025-10-17,Azure Bandwidth,GB Egress,26.8587,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,westeurope
2025-10-17,Azure Bandwidth,GB Egress,23.5624,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,eastus
2025-10-17,Azure Bandwidth,GB Egress,26.2265,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,southeastasia
2025-10-17,Azure Bandwidth,GB Egress,28.4272,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,eastus
2025-10-17,Azure Bandwidth,GB Egress,23.1665,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,southeastasia
2025-10-17,Azure Bandwidth,GB Egress,26.3749,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,eastus
2025-10-17,Azure Bandwidth,GB Egress,23.4562,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,eastus
2025-10-17,Azure Bandwidth,GB Egress,27.6787,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,eastus
2025-10-17,Azure Bandwidth,GB Egress,27.6571,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,southeastasia
2025-10-18,Virtual Machines,Compute Hours,147.3295,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,southeastasia
2025-10-18,Virtual Machines,Compute Hours,182.4464,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,southeastasia
2025-10-18,Virtual Machines,Compute Hours,167.3392,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,eastus
2025-10-18,Virtual Machines,Compute Hours,161.8648,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,southeastasia
2025-10-18,Virtual Machines,Compute Hours,161.0934,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,westeurope
2025-10-18,Virtual Machines,Compute Hours,165.6587,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,westeurope
2025-10-18,Virtual Machines,Compute Hours,138.5457,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,southeastasia
2025-10-18,Virtual Machines,Compute Hours,154.8478,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,southeastasia
2025-10-18,Virtual Machines,Compute Hours,157.4307,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,southeastasia
2025-10-18,Virtual Machines,Compute Hours,146.702,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,southeastasia
2025-10-18,Virtual Machines,Compute Hours,158.5484,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,eastus
2025-10-18,Virtual Machines,Compute Hours,169.0522,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,eastus
2025-10-18,Virtual Machines,Compute Hours,146.4057,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,southeastasia
2025-10-18,Virtual Machines,Compute Hours,151.437,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,eastus
2025-10-18,Virtual Machines,Compute Hours,140.9433,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,southeastasia
2025-10-18,Azure Blob Storage,GRS Data Stored,20.5003,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,eastus
2025-10-18,Azure Blob Storage,GRS Data Stored,26.1419,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,eastus
2025-10-18,Azure Blob Storage,GRS Data Stored,24.3727,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,eastus
2025-10-18,Azure Blob Storage,GRS Data Stored,24.5339,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,eastus
2025-10-18,Azure Blob Storage,GRS Data Stored,22.2597,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,southeastasia
2025-10-18,Azure Blob Storage,GRS Data Stored,24.0214,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,southeastasia
2025-10-18,Azure Blob Storage,GRS Data Stored,26.8403,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,southeastasia
2025-10-18,Azure Blob Storage,GRS Data Stored,24.4311,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,eastus
2025-10-18,Azure Blob Storage,GRS Data Stored,24.4934,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,eastus
2025-10-18,Azure Blob Storage,GRS Data Stored,24.8856,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,southeastasia
2025-10-18,Azure Blob Storage,GRS Data Stored,21.7109,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,southeastasia
2025-10-18,Azure Blob Storage,GRS Data Stored,25.8033,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,eastus
2025-10-18,Azure Blob Storage,GRS Data Stored,21.6696,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,westeurope
2025-10-18,Azure Blob Storage,GRS Data Stored,22.3634,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,southeastasia
2025-10-18,Azure Blob Storage,GRS Data Stored,22.1224,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,southeastasia
2025-10-18,Azure SQL Database,vCore Hours,47.2997,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,eastus
2025-10-18,Azure SQL Database,vCore Hours,46.5332,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,westeurope
2025-10-18,Azure SQL Database,vCore Hours,48.0523,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,westeurope
2025-10-18,Azure SQL Database,vCore Hours,44.1422,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,westeurope
2025-10-18,Azure SQL Database,vCore Hours,52.4066,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,southeastasia
2025-10-18,Azure SQL Database,vCore Hours,51.6649,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,eastus
2025-10-18,Azure SQL Database,vCore Hours,47.3058,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,eastus
2025-10-18,Azure SQL Database,vCore Hours,45.9886,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,eastus
2025-10-18,Azure SQL Database,vCore Hours,45.5518,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,westeurope
2025-10-18,Azure SQL Database,vCore Hours,46.7162,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,westeurope
2025-10-18,Azure SQL Database,vCore Hours,42.0013,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,eastus
2025-10-18,Azure SQL Database,vCore Hours,43.9071,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,eastus
2025-10-18,Azure SQL Database,vCore Hours,51.7778,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,eastus
2025-10-18,Azure SQL Database,vCore Hours,49.363,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,southeastasia
2025-10-18,Azure SQL Database,vCore Hours,55.1261,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,southeastasia
2025-10-18,Azure Kubernetes Service,Node Hours,30.3963,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,eastus
2025-10-18,Azure Kubernetes Service,Node Hours,30.2211,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,southeastasia
2025-10-18,Azure Kubernetes Service,Node Hours,30.0907,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,eastus
2025-10-18,Azure Kubernetes Service,Node Hours,30.3402,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,southeastasia
2025-10-18,Azure Kubernetes Service,Node Hours,29.3821,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,westeurope
2025-10-18,Azure Kubernetes Service,Node Hours,31.9993,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,eastus
2025-10-18,Azure Kubernetes Service,Node Hours,31.3193,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,westeurope
2025-10-18,Azure Kubernetes Service,Node Hours,29.8039,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,southeastasia
2025-10-18,Azure Kubernetes Service,Node Hours,34.7549,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,southeastasia
2025-10-18,Azure Kubernetes Service,Node Hours,36.5694,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,southeastasia
2025-10-18,Azure Kubernetes Service,Node Hours,34.5171,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,eastus
2025-10-18,Azure Kubernetes Service,Node Hours,32.8065,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,southeastasia
2025-10-18,Azure Kubernetes Service,Node Hours,33.3791,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,westeurope
2025-10-18,Azure Kubernetes Service,Node Hours,36.4565,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,westeurope
2025-10-18,Azure Kubernetes Service,Node Hours,33.375,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,eastus
2025-10-18,Azure CDN,GB Transferred,7.2084,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,southeastasia
2025-10-18,Azure CDN,GB Transferred,7.8778,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,westeurope
2025-10-18,Azure CDN,GB Transferred,8.038,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,westeurope
2025-10-18,Azure CDN,GB Transferred,6.9279,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,eastus
2025-10-18,Azure CDN,GB Transferred,7.414,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,eastus
2025-10-18,Azure CDN,GB Transferred,8.3627,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,eastus
2025-10-18,Azure CDN,GB Transferred,6.3604,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,eastus
2025-10-18,Azure CDN,GB Transferred,6.7528,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,southeastasia
2025-10-18,Azure CDN,GB Transferred,7.4883,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,southeastasia
2025-10-18,Azure CDN,GB Transferred,7.8513,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,eastus
2025-10-18,Azure CDN,GB Transferred,6.6794,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,southeastasia
2025-10-18,Azure CDN,GB Transferred,7.5223,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,eastus
2025-10-18,Azure CDN,GB Transferred,8.3992,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,eastus
2025-10-18,Azure CDN,GB Transferred,7.6561,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,westeurope
2025-10-18,Azure CDN,GB Transferred,8.2522,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,eastus
2025-10-18,Azure Functions,Executions,8.341,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,southeastasia
2025-10-18,Azure Functions,Executions,8.1683,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,southeastasia
2025-10-18,Azure Functions,Executions,9.4837,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,southeastasia
2025-10-18,Azure Functions,Executions,9.1034,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,eastus
2025-10-18,Azure Functions,Executions,7.8704,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,eastus
2025-10-18,Azure Functions,Executions,8.1755,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,southeastasia
2025-10-18,Azure Functions,Executions,10.0512,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,eastus
2025-10-18,Azure Functions,Executions,8.0774,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,westeurope
2025-10-18,Azure Functions,Executions,9.5514,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,eastus
2025-10-18,Azure Functions,Executions,8.4314,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,westeurope
2025-10-18,Azure Functions,Executions,8.808,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,southeastasia
2025-10-18,Azure Functions,Executions,9.0442,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,southeastasia
2025-10-18,Azure Functions,Executions,7.1446,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,westeurope
2025-10-18,Azure Functions,Executions,7.6507,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,eastus
2025-10-18,Azure Functions,Executions,8.879,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,southeastasia
2025-10-18,Azure Bandwidth,GB Egress,14.2262,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,southeastasia
2025-10-18,Azure Bandwidth,GB Egress,16.5832,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,southeastasia
2025-10-18,Azure Bandwidth,GB Egress,13.0184,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,eastus
2025-10-18,Azure Bandwidth,GB Egress,15.9924,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,southeastasia
2025-10-18,Azure Bandwidth,GB Egress,13.3333,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,eastus
2025-10-18,Azure Bandwidth,GB Egress,14.736,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,westeurope
2025-10-18,Azure Bandwidth,GB Egress,13.7604,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,westeurope
2025-10-18,Azure Bandwidth,GB Egress,17.8239,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,westeurope
2025-10-18,Azure Bandwidth,GB Egress,13.3836,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,southeastasia
2025-10-18,Azure Bandwidth,GB Egress,15.0511,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,eastus
2025-10-18,Azure Bandwidth,GB Egress,12.8531,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,southeastasia
2025-10-18,Azure Bandwidth,GB Egress,17.4091,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,southeastasia
2025-10-18,Azure Bandwidth,GB Egress,15.7679,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,westeurope
2025-10-18,Azure Bandwidth,GB Egress,15.4058,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,westeurope
2025-10-18,Azure Bandwidth,GB Egress,17.2375,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,westeurope
2025-10-19,Virtual Machines,Compute Hours,154.294,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,eastus
2025-10-19,Virtual Machines,Compute Hours,155.2827,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,eastus
2025-10-19,Virtual Machines,Compute Hours,154.0788,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,southeastasia
2025-10-19,Virtual Machines,Compute Hours,159.998,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,eastus
2025-10-19,Virtual Machines,Compute Hours,145.5249,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,southeastasia
2025-10-19,Virtual Machines,Compute Hours,149.3369,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,southeastasia
2025-10-19,Virtual Machines,Compute Hours,163.3789,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,southeastasia
2025-10-19,Virtual Machines,Compute Hours,156.0749,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,southeastasia
2025-10-19,Virtual Machines,Compute Hours,150.7079,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,westeurope
2025-10-19,Virtual Machines,Compute Hours,133.08,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,westeurope
2025-10-19,Virtual Machines,Compute Hours,172.8038,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,westeurope
2025-10-19,Virtual Machines,Compute Hours,143.2086,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,southeastasia
2025-10-19,Virtual Machines,Compute Hours,165.8033,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,eastus
2025-10-19,Virtual Machines,Compute Hours,154.6822,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,eastus
